student_id,name,grade_level,preferred_format,baseline_score
stu_a039430f,Urvashi De,Class 9,video,82
stu_8595f1a0,Aarush Arora,Class 10,text,90
stu_7d1aec23,Zaid Gala,Class 9,video,52
stu_3343ef4c,Pahal Ramaswamy,Class 9,video,68
stu_96919ca8,Devansh Saraf,Class 8,video,58
stu_cb65ab9e,Hredhaan Ramaswamy,Class 8,video,55
stu_bf3dcaee,Abhiram Sarkar,Class 9,video,75
stu_7aed5c83,Maya Naik,Class 10,video,67
stu_8a794390,Yatin Das,Class 8,text,41
stu_9de14f4f,Sarthak Goda,Class 6,video,75
stu_091dba79,Ekaraj Merchant,Class 6,text,68
stu_32cc2b55,Gabriel Jani,Class 6,video,91
stu_5a4eb8cb,Robert Basu,Class 8,text,44
stu_cccc3057,Radha Pai,Class 6,text,56
stu_1b28ab69,Jagvi Taneja,Class 6,video,34
stu_a1b618a0,Abeer Wable,Class 7,video,74
stu_a20e9fab,Hredhaan Minhas,Class 8,video,55
stu_b57a08f5,Arin Kapoor,Class 6,text,50
stu_ff9278fe,Hardik Ravel,Class 6,text,95
stu_8385f70d,Samarth Ghosh,Class 9,video,47
stu_1a51041b,Sneha Varghese,Class 7,video,58
stu_7a75b2e6,Adya Nigam,Class 8,text,53
stu_2369d7ad,Faqid Dutt,Class 9,video,41
stu_9aefb523,Rushil Dasgupta,Class 10,text,65
stu_e13b2115,Christopher Rajagopalan,Class 9,text,38
stu_fd98c520,Qadim Sachar,Class 10,text,78
stu_7b59c4f2,Mitesh Parmar,Class 10,video,51
stu_c5a81346,George Sabharwal,Class 9,text,77
stu_7f9d5d2a,Tanay Varma,Class 9,text,85
stu_e72a5ba1,Jeevika Vig,Class 9,video,56
stu_cfd8fb64,Urishilla Jayaraman,Class 6,video,81
stu_9502f5c4,Anika Sampath,Class 6,text,63
stu_bc9381d8,Bakhshi Bhatti,Class 9,text,79
stu_b403db1e,Agastya Jhaveri,Class 9,text,73
stu_d01a9c9f,Logan Badal,Class 8,video,100
stu_60a81aa3,Charles Biswas,Class 9,video,79
stu_eeb330b0,Kavya Naik,Class 7,video,58
stu_a35167b8,Anjali Mammen,Class 8,video,52
stu_8b6aec42,Xiti Goyal,Class 8,text,82
stu_71691018,Radha Chada,Class 9,video,45
stu_8e2cf77e,Waida Kaul,Class 8,text,69
stu_17bd5d6f,Ryan Maharaj,Class 7,video,72
stu_3f7eb546,Gunbir Gade,Class 8,video,75
stu_eadaed15,Rohan Goel,Class 7,video,74
stu_f0a755a5,Vincent Nath,Class 9,video,76
stu_f4ed943e,Raghav Dixit,Class 9,video,70
stu_eb6c5d0d,Aashi Dutta,Class 10,text,71
stu_75e16167,Deepa Deshmukh,Class 8,video,66
stu_614acb56,Nachiket Natt,Class 6,video,84
stu_f1252345,Ekalinga Ramakrishnan,Class 10,video,51
stu_28f5ac27,Anya Dua,Class 7,video,80
stu_1bb134fd,Brijesh Singhal,Class 9,text,100
stu_99785d76,Jai Parsa,Class 8,video,84
stu_a30c236e,Liam Apte,Class 8,text,69
stu_b0d10bc7,Ganga Setty,Class 7,video,56
stu_6b3a7f73,Gabriel Patla,Class 7,video,65
stu_fa52c2c5,Rajata Raman,Class 10,video,51
stu_0dcd2117,Zansi Nadkarni,Class 6,video,63
stu_d8a3fe9f,Rehaan Jayaraman,Class 7,video,56
stu_d05cd426,Rehaan Subramaniam,Class 7,video,86
stu_2ca3cb49,Priya Deo,Class 10,video,44
stu_85d8b887,Gayathri Nagarajan,Class 10,video,38
stu_dbde93ab,Oni Sridhar,Class 8,video,61
stu_0c190c45,Amaira Parmar,Class 8,video,59
stu_3028484e,Ekiya Chacko,Class 8,video,54
stu_b431345d,Hemani Srivastava,Class 9,video,54
stu_f7a2cc23,Fitan Naidu,Class 7,video,69
stu_f513e921,Jagdish Kala,Class 10,video,81
stu_8afa863d,Vaishnavi Pandya,Class 10,video,93
stu_3a6ea5d8,Watika Rajagopalan,Class 7,video,71
stu_f48661f6,Triveni Chopra,Class 6,video,79
stu_27b2a116,Wyatt Bahri,Class 6,text,78
stu_6359a5e5,Meera Devan,Class 7,video,67
stu_ed12ba7c,Madhav Ramaswamy,Class 6,text,64
stu_e36593e7,Watika Choudhary,Class 8,video,62
stu_b659cf43,Widisha Dayal,Class 10,video,66
stu_62e0df3d,Yashoda Joshi,Class 9,text,74
stu_6b812de6,Neha Ben,Class 10,video,80
stu_4a88e36e,Mitali Bakshi,Class 7,video,64
stu_a2b419fa,Fiyaz Ratta,Class 9,video,53
stu_b4ce243d,Jagrati Kota,Class 9,video,80
stu_ce3a47e6,Ekaraj Borde,Class 9,video,89
stu_fefd7c2a,Anirudh Rao,Class 8,video,72
stu_246fe13e,Jagrati Manne,Class 6,video,85
stu_6d2a7c0d,Urishilla Halder,Class 7,video,74
stu_bf468d7f,Onveer Chaudhry,Class 9,video,77
stu_a3d2e65c,Kamya Sampath,Class 8,video,78
stu_ca2a3146,Urishilla Gour,Class 9,video,53
stu_65ff71ac,Andrew Prakash,Class 9,video,63
stu_3b71588c,Ekbal Tara,Class 7,text,67
stu_3d59cdac,Chavvi Pandya,Class 9,video,87
stu_2b4188d4,Anvi Gopal,Class 6,video,64
stu_5b1d33e0,Ubika Deep,Class 10,text,63
stu_be256fda,Aryan Tata,Class 7,text,70
stu_14e34b01,Agastya Chadha,Class 6,text,64
stu_eff4d2b5,Urishilla Balasubramanian,Class 8,text,85
stu_6e00dc0a,Ekaraj Sharaf,Class 8,video,72
stu_bdcceea3,Pranit Suri,Class 10,text,75
stu_cc9accac,Harsh Parikh,Class 8,video,87
stu_644c149d,David Nazareth,Class 8,text,77
stu_e1d2a102,Bahadurjit Bava,Class 9,video,62
stu_af4c5edd,Vasudha Menon,Class 9,text,61
stu_4177afa5,Bimala Borra,Class 7,video,68
stu_be071e2c,Indira Patla,Class 7,video,74
stu_3d548479,Gayathri Balay,Class 8,video,82
stu_3ea115bb,Omya Agate,Class 7,video,84
stu_63536513,Hamsini Dua,Class 8,video,62
stu_7450ef6d,Yashodhara Date,Class 10,text,73
stu_eb20277a,Netra Dhar,Class 6,text,69
stu_c0e3672e,Vidhi Mishra,Class 10,video,70
stu_6b4b5254,Girik Sachdeva,Class 8,video,68
stu_b3cfb96c,Hemang Bhatt,Class 9,video,73
stu_f84b18a7,Viraj Gaba,Class 8,video,62
stu_f8b43b68,Yutika Gour,Class 6,video,30
stu_4a75e6dc,Finn Solanki,Class 10,text,58
stu_4c25790e,Bimala Randhawa,Class 8,video,77
stu_31e718ef,Alexander Singhal,Class 10,video,57
stu_735a6a4a,Thomas Butala,Class 8,video,69
stu_a10df868,Jairaj Gopal,Class 9,video,71
stu_3cca95d0,Chatresh Sachdeva,Class 6,video,74
stu_ced90a57,Vincent Sarkar,Class 9,video,70
stu_9ce45061,Zarna Patel,Class 10,text,100
stu_d3a0cf23,Gopal Ahuja,Class 10,video,67
stu_ec09b193,Ayushman Bumb,Class 6,text,36
stu_038d9010,Eta Dada,Class 7,text,78
stu_6d019663,Darsh Oak,Class 8,video,72
stu_8c1d78bd,Ayush Gokhale,Class 10,video,73
stu_757afa06,Darsh Gupta,Class 8,video,86
stu_40c7a6d4,Eiravati Soni,Class 8,text,66
stu_30a6d5f3,Amara Narayan,Class 8,video,80
stu_de1050c4,Veer Bava,Class 8,video,64
stu_28914ab3,George Hari,Class 7,video,77
stu_ad535b38,Ekansh Wadhwa,Class 6,text,66
stu_b22cdb1e,Lavanya Deol,Class 6,video,71
stu_a9c05b77,Chameli Pingle,Class 10,text,77
stu_1d0a6be5,Banjeet Loyal,Class 7,video,52
stu_898b8c56,Owen Baria,Class 7,video,70
stu_808cd897,Dayamai Lata,Class 8,video,75
stu_2ee1f852,Mekhala Mallick,Class 6,text,100
stu_1d92f94d,Gaurav Sule,Class 6,video,81
stu_9946d20f,Samuel Sankaran,Class 7,text,100
stu_45abab97,Ati Sane,Class 10,text,69
stu_2cca5a9a,Madhavi Bora,Class 9,video,42
stu_c5fc3c99,Pushti Sama,Class 7,video,59
stu_d4131381,Daniel Kibe,Class 6,video,43
stu_e29b398c,Advika Rau,Class 8,video,52
stu_1a9e4e8e,Varenya Gupta,Class 8,video,78
stu_6b802826,Girik Mitra,Class 9,video,93
stu_67e58dac,Sai Kala,Class 6,video,75
stu_3b0c180d,Praneel Ganguly,Class 7,video,59
stu_03527818,Sara Subramanian,Class 10,video,65
stu_5bf0bf6b,Kavya Srinivasan,Class 7,video,70
stu_adc320fc,Oeshi Baral,Class 9,video,81
stu_7467bba2,Lila Garg,Class 8,video,59
stu_a7eacc2d,Qushi Kant,Class 7,video,69
stu_53ad89c8,Charles More,Class 9,video,94
stu_680baba5,Ekapad Ramaswamy,Class 6,text,66
stu_6821ac32,Vrinda Samra,Class 9,text,66
stu_614c7788,Anirudh Dua,Class 10,video,65
stu_1fc00d11,Teerth Hayer,Class 10,video,55
stu_76dcdf01,Samarth Sekhon,Class 9,text,85
stu_a13cd49c,Libni Anne,Class 7,video,67
stu_e734d196,Jyoti Sami,Class 7,video,48
stu_c7f6f921,Kiaan Srinivasan,Class 7,video,79
stu_a53ff239,Ethan Kothari,Class 7,text,71
stu_55531dcf,Wazir Sodhi,Class 10,text,66
stu_cfda254e,Jatin Sami,Class 8,text,59
stu_3339083b,Rachana Bhargava,Class 6,video,90
stu_f19a2636,Kala Dhillon,Class 10,video,93
stu_205fde7a,Irya Naidu,Class 10,text,81
stu_ae5f46f0,Meghana Raja,Class 6,video,60
stu_015dd7c6,Jhalak Pall,Class 8,video,75
stu_4b54bda1,Darsh Gandhi,Class 7,video,56
stu_81ece2bf,Ekalinga Aggarwal,Class 10,video,93
stu_018ca6d8,Osha Dutt,Class 8,text,57
stu_f63a543e,Ekavir Hans,Class 6,video,71
stu_3e867916,Lajita Jaggi,Class 7,text,88
stu_220d2834,Abhimanyu Thakur,Class 7,video,88
stu_0b5c5a4b,Chakradhar Tripathi,Class 9,text,55
stu_4a339887,Jonathan Sami,Class 7,video,38
stu_c40a9590,Devika Balakrishnan,Class 7,text,61
stu_18a51134,Gavin Sha,Class 9,video,70
stu_e340e6a4,Hemang Ganesan,Class 7,video,68
stu_cb4b7d74,Ethan Chandra,Class 7,video,47
stu_b9862c25,Girish Madan,Class 9,text,93
stu_7aed0684,Tanay Karan,Class 6,video,94
stu_ca1b4c77,Chaaya Talwar,Class 9,video,69
stu_3f705753,Oscar Lalla,Class 7,video,48
stu_091d898f,Aditya Chahal,Class 9,video,82
stu_086e18c4,Teerth Sarkar,Class 9,text,63
stu_fdc4a22f,Charita Savant,Class 7,text,51
stu_f300f16a,Tarak Morar,Class 7,video,96
stu_8865c61d,Veer Radhakrishnan,Class 10,video,77
stu_4642aad2,Jeremiah Ben,Class 10,text,63
stu_e8aee68d,Radha Korpal,Class 7,video,54
stu_ae231eb7,Anirudh Vaidya,Class 10,video,86
stu_6a0429b0,Jeevika Iyer,Class 8,video,70
stu_45e2c21f,Ekanta Acharya,Class 8,text,73
stu_ea71cb66,Gaurav Borra,Class 6,video,76
stu_99666296,Rachana Taneja,Class 7,video,69
stu_ea8f24a0,Ojas Saran,Class 10,text,80
stu_8565960b,Tara Dixit,Class 9,video,70
stu_d1f5e804,Lucky Pau,Class 10,video,64
stu_f9f0198b,Kevin Ghosh,Class 8,text,66
stu_574ddc16,Akshay Lala,Class 9,video,53
stu_dda17855,Nathan Dara,Class 9,text,62
stu_14dbd32a,Mekhala Nadkarni,Class 10,video,69
stu_d3b88608,Nikita Murthy,Class 9,video,69
stu_6eef9ba6,Balveer Kapoor,Class 7,text,69
stu_09790ad3,Warjas Bose,Class 9,video,85
stu_6b0b1b58,Maanav Gara,Class 10,video,91
stu_281849d3,Lucky Majumdar,Class 6,text,92
stu_5614796b,Prisha Borah,Class 7,video,77
stu_05519d1d,Nitara Banik,Class 6,video,63
stu_047d74b6,Mitesh Ramachandran,Class 9,video,39
stu_f87668fe,Zinal Tak,Class 9,video,44
stu_394d234e,Eshana D’Alia,Class 6,video,67
stu_24e3906d,Bachittar Munshi,Class 8,video,63
stu_7e0d9990,Udarsh Sachdeva,Class 10,video,35
stu_9c86e623,Chavvi Thaker,Class 10,video,52
stu_1c70fc34,Aarna Radhakrishnan,Class 7,video,63
stu_0cfa7b42,Tripti Din,Class 7,text,64
stu_ad59bb3b,Jackson Koshy,Class 7,video,69
stu_6fa9b2a9,Ekantika Dash,Class 9,video,66
stu_da5052f9,Bachittar Pau,Class 9,text,43
stu_c01d347c,Nitara Prasad,Class 6,video,86
stu_2426f33e,Jeremiah Wali,Class 9,video,70
stu_c50f5dd2,Siddharth Peri,Class 9,video,78
stu_efc0f363,Jeet Mani,Class 6,video,71
stu_3d1163ef,Rishi Sachar,Class 6,video,42
stu_fc3eaa52,Gagan Banerjee,Class 10,text,55
stu_1988fa0d,Chaitanya Dhingra,Class 9,video,73
stu_69701c98,Niharika Keer,Class 6,video,60
stu_17852de8,Jatin Bhattacharyya,Class 9,video,71
stu_c38226f0,Warjas Sengupta,Class 9,video,76
stu_b1793bf9,Chakradev Kaur,Class 9,text,61
stu_01346d52,Damini Kumer,Class 6,text,78
stu_bc96caed,Oni Mistry,Class 6,video,80
stu_207402fa,Divya Shankar,Class 9,video,81
stu_335d91c2,Lekha Doctor,Class 8,video,58
stu_96a2d0ee,Zansi Chhabra,Class 8,video,82
stu_765460ba,Baljiwan Dutta,Class 7,video,72
stu_2079f797,Omya Venkatesh,Class 7,text,71
stu_fd2ca06a,Balveer Dugar,Class 10,video,67
stu_7115f3a4,Yatin Kumer,Class 9,video,92
stu_6e8461d1,David Bhardwaj,Class 7,video,86
stu_e688382d,Veda Dora,Class 7,video,77
stu_96663348,Yashoda Dubey,Class 7,text,85
stu_7856cb3b,Yug Luthra,Class 8,text,85
stu_25dbc149,Ekanta Sampath,Class 9,video,43
stu_04c3eb95,Reyansh Venkatesh,Class 6,video,63
stu_e5bfa3c9,Lavanya Dass,Class 7,video,48
stu_f1741012,Gaurika Palla,Class 7,video,76
stu_fffcf74d,Vedhika Madan,Class 9,text,72
stu_14091281,George Dubey,Class 7,text,68
stu_85b8e7b2,Imaran Suri,Class 9,video,42
stu_41bce890,Mason Ahluwalia,Class 9,video,56
stu_e38ab789,Fiyaz Sekhon,Class 6,video,67
stu_d838aef9,Zayyan Gulati,Class 8,text,60
stu_b8a462a6,Zaid Natt,Class 6,video,80
stu_b0dbd481,Widisha Shankar,Class 6,video,66
stu_18d21b45,Christopher Vala,Class 10,video,61
stu_4bd92fea,Amaira Mall,Class 9,text,62
stu_57c22f1d,Dayita Mall,Class 6,video,48
stu_a62cb11d,Upadhriti Murthy,Class 6,video,72
stu_b2be5153,Bishakha D’Alia,Class 7,video,55
stu_8d45e102,Vedhika Shetty,Class 7,video,56
stu_55069b23,Jai Narayanan,Class 9,text,50
stu_f393719e,Nandini Bhatt,Class 6,video,72
stu_135da179,Jagvi Karnik,Class 10,video,73
stu_06f609e1,Janya Mall,Class 9,video,61
stu_ad0af5cb,Ishani Bir,Class 9,video,100
stu_138ac51a,Xalak Balan,Class 8,video,38
stu_bf8aa81c,Eesha Borah,Class 6,video,60
stu_0f93b79d,Indali Lanka,Class 8,text,93
stu_06183acb,Tanish Ranganathan,Class 10,video,46
stu_0edc3158,Warinder Sarma,Class 10,video,61
stu_c93bcdfc,Pratyush Prabhu,Class 8,video,91
stu_6c1bc622,Gaurangi Salvi,Class 10,video,72
stu_784eff67,Aahana Walia,Class 10,text,57
stu_84b2309c,Yashica Setty,Class 6,video,65
stu_0940b29c,Agastya Saran,Class 9,text,73
stu_7867553f,Omaja Khosla,Class 7,text,33
stu_286ba007,Andrew Narasimhan,Class 8,text,71
stu_5ec08183,Michael Raju,Class 8,video,58
stu_a234ea36,Champak Dugar,Class 10,video,77
stu_f359c797,Upadhriti Parmar,Class 9,video,57
stu_03e81688,Mekhala Oommen,Class 8,video,67
stu_fe1452df,Charles Sinha,Class 10,text,89
stu_d5f0179f,Inaya Setty,Class 6,text,58
stu_5f90eb70,Orinder Setty,Class 7,text,45
stu_c8b9649f,Odika Murty,Class 8,video,68
stu_77eec9fd,Ayaan Rastogi,Class 7,text,61
stu_0a9047f8,Imaran Verma,Class 7,text,79
stu_c31d5a13,Anamika Barman,Class 9,text,62
stu_11eba40d,Krisha Gera,Class 7,video,85
stu_4d553fa4,Ekalinga Rana,Class 6,text,65
stu_1c32c340,Omisha Joshi,Class 6,text,62
stu_c2c72ded,Ojas Chadha,Class 9,video,79
stu_d4f5ab12,Radha Desai,Class 9,text,50
stu_8ac835cd,Gautami Gandhi,Class 10,video,83
stu_3d16463b,Lekha Om,Class 9,text,60
stu_0a93dea5,Vamakshi Saraf,Class 8,video,63
stu_a07d23aa,Chatresh Kota,Class 7,video,61
stu_2427e33d,Aahana Kadakia,Class 8,text,87
stu_8d8fda9b,Lekha Chawla,Class 9,video,85
stu_6b4048a4,Thomas Kota,Class 9,video,63
stu_77ba00bd,Jack Tailor,Class 7,video,74
stu_06e05bc2,Gautami Buch,Class 10,video,79
stu_41237864,Tristan Behl,Class 6,video,83
stu_1f750dd6,Balveer Parmer,Class 10,text,82
stu_3097bbd8,Devika Tandon,Class 9,video,75
stu_a7244e9d,Nicholas Sant,Class 8,video,84
stu_17fcb52c,Hritik Bhagat,Class 7,video,48
stu_8cc48001,Rushil Subramaniam,Class 9,video,72
stu_261abfe3,Rishi Saran,Class 7,text,55
stu_27dd27ca,Chavvi Chada,Class 6,video,91
stu_24b43444,Aachal Bajwa,Class 8,video,43
stu_79f65456,Chameli Nadkarni,Class 9,video,58
stu_fa8c9c79,Tejas Rattan,Class 10,video,76
stu_6a593a69,Guneet Sunder,Class 7,video,90
stu_c5ea7cf5,Ikshita Devan,Class 10,video,69
stu_7758ae82,Tanay Divan,Class 6,video,68
stu_aeaa5e7b,Anthony Gola,Class 6,video,95
stu_4a568f9b,Farhan Kakar,Class 6,video,59
stu_e2451a14,Vedant Raja,Class 10,video,54
stu_13934e05,Jackson Dhar,Class 6,text,47
stu_6752b01c,Faras Grover,Class 6,text,67
stu_fd74ff93,Advik Hora,Class 7,text,70
stu_6f0e35ad,Vincent Tailor,Class 7,video,73
stu_0aa820a6,Hemal Kant,Class 10,video,49
stu_3fd55a49,Logan Chaudhary,Class 6,video,79
stu_0552a1db,Vasudha Konda,Class 8,text,68
stu_8de48a4b,Nicholas Sarraf,Class 8,text,55
stu_60e37ce5,Aradhana Raj,Class 8,text,42
stu_02dc101a,Vanya Bera,Class 6,video,90
stu_282d28a0,Balveer Saini,Class 6,video,72
stu_53078ed8,Hritik Goel,Class 7,video,69
stu_c1e994bf,Chaitaly Dixit,Class 6,text,76
stu_f2a77293,Kashish Padmanabhan,Class 6,text,63
stu_ed49c577,Yoshita Iyer,Class 7,text,63
stu_bf37299a,Wahab Nagi,Class 6,video,64
stu_3cea70b8,Aarini Ghose,Class 8,video,69
stu_4895488c,Ishita Desai,Class 10,video,76
stu_9df4a0ad,Omkaar Zacharia,Class 8,text,93
stu_9953cc41,Xiti Ratti,Class 6,video,85
stu_9d655db9,Parth Chawla,Class 9,text,53
stu_3ddf63bc,Jagdish Mittal,Class 6,video,50
stu_79b70afe,Odika Sabharwal,Class 7,video,62
stu_d5441f62,Zayan Khatri,Class 10,text,56
stu_69046a4c,Abdul Pandit,Class 10,text,94
stu_7f6a0647,Omaja Bava,Class 8,text,62
stu_cdc569e9,Vincent Thakkar,Class 6,text,69
stu_5e5b0f85,Gaurangi Chopra,Class 7,video,65
stu_42b57ecb,Mitali Chhabra,Class 10,video,69
stu_b13f4830,Vritti Shanker,Class 6,video,100
stu_4190c4e8,Anamika Mall,Class 9,video,68
stu_fd0169f1,Bishakha Bhatti,Class 8,text,69
stu_4cd8755e,Niharika Sangha,Class 10,video,66
stu_c8d9a031,Frederick Handa,Class 10,video,80
stu_713599c5,Eshana Prasad,Class 8,text,76
stu_d8e19347,Chandani Venkataraman,Class 10,video,51
stu_90b46c5e,David Naik,Class 7,text,90
stu_c487fbd9,Naveen Choudhary,Class 10,text,71
stu_8fb65506,Balhaar Mahajan,Class 8,video,47
stu_2a2b0b57,Onkar Rout,Class 9,video,100
stu_545a87cc,Yatan Bahl,Class 6,text,87
stu_8b6862a2,Veer Bhandari,Class 9,text,68
stu_f6d58b8d,Kamya Kurian,Class 9,video,67
stu_6e21a269,Ekantika Chand,Class 7,text,71
stu_0f0d4b5d,Upma Malhotra,Class 7,text,66
stu_12a831f2,Jhalak Gola,Class 8,video,60
stu_c81c893c,Hemani Thakkar,Class 10,video,65
stu_d3b26c16,Aradhana Suri,Class 9,text,77
stu_1a78d1b1,Ganga Grewal,Class 8,text,82
stu_5f52dc11,Kai Keer,Class 10,text,61
stu_449d6870,Thomas Ben,Class 6,video,59
stu_0b17bea3,Bimala Kapoor,Class 9,video,54
stu_5fcd4dc4,Ethan Chandran,Class 9,video,70
stu_5d3ca1fb,Ishanvi Lalla,Class 8,video,73
stu_9724b073,Neelima Guha,Class 7,video,64
stu_09d4505f,Mitali Rajagopal,Class 7,text,69
stu_66cf934e,Bishakha Warrior,Class 6,video,60
stu_222aaf9d,Rishi Seth,Class 9,video,70
stu_2f15c82b,Hritik Tandon,Class 10,video,52
stu_b6b7a973,Manya Bhasin,Class 10,video,90
stu_03eae07f,Xavier Ahluwalia,Class 7,video,65
stu_f832f75b,Dalbir Walla,Class 8,video,72
stu_115a7fbc,Hemal Sanghvi,Class 9,video,43
stu_94f0434a,Abha Jhaveri,Class 7,video,68
stu_4fa40207,Omaja Pandya,Class 8,text,100
stu_fc3b51ba,Faras Virk,Class 6,text,63
stu_7d3a0973,Yadavi Parmar,Class 6,video,46
stu_f19961e2,Vivaan Brar,Class 7,video,39
stu_cbbcc889,Vansha Khare,Class 10,video,77
stu_007612eb,Ira Chana,Class 6,video,75
stu_b9b9512a,Vinaya Barad,Class 7,video,93
stu_77e46624,Forum Balan,Class 7,text,66
stu_b89eb829,Triya Sachdev,Class 7,video,81
stu_ac025c98,Vyanjana Minhas,Class 6,text,73
stu_e1d7bf13,Nidhi Saha,Class 10,text,52
stu_2f28af13,Tarak Sama,Class 8,video,54
stu_d6d1c40b,Kala Kata,Class 10,text,71
stu_5f48bd1c,Xalak Kala,Class 7,video,100
stu_cd62050e,Frado Mander,Class 7,video,81
stu_edf596c7,Pallavi Bandi,Class 9,text,85
stu_abbd9a98,Jackson Savant,Class 10,video,75
stu_7b44e77d,Darika Mall,Class 10,text,59
stu_f7b19210,Oeshi Wagle,Class 7,text,49
stu_b2dcfa19,Anya Bhatti,Class 8,video,60
stu_9fe5c141,Charvi Dada,Class 6,text,66
stu_98e396af,Zashil Basak,Class 10,video,100
stu_7af81b76,Xalak Vig,Class 8,text,70
stu_8168d02e,Vanya Radhakrishnan,Class 9,video,50
stu_5d79f8df,Hitesh Mane,Class 8,video,63
stu_e689ec25,Dalaja Dewan,Class 7,text,71
stu_0ddd7a01,Ryan Purohit,Class 8,video,92
stu_012a3be7,Zayyan Palla,Class 8,text,62
stu_d28dea97,Luke Mangat,Class 9,text,77
stu_aebc7da4,Omkaar Goda,Class 8,video,80
stu_24717641,Michael Seshadri,Class 7,video,66
stu_6656286f,Mahika Thaman,Class 8,video,46
stu_b46ca519,Netra Goda,Class 8,video,68
stu_a89b530f,Charles Salvi,Class 10,video,71
stu_9c9a21e0,Panini Sandhu,Class 8,video,69
stu_501c141e,Manbir Yadav,Class 10,video,61
stu_acefd119,Vedant Keer,Class 7,text,81
stu_b2662217,Amrita Pillai,Class 10,video,72
stu_1fc33d98,Xiti Kurian,Class 9,video,83
stu_e47c0d50,Parth Brahmbhatt,Class 9,video,65
stu_fd6caaa8,Maanav Mitter,Class 9,video,73
stu_b98d6c32,Saksham Tella,Class 10,video,76
stu_527a55f8,Yatin Loke,Class 10,video,62
stu_777e19f0,Vedhika Kamdar,Class 10,video,81
stu_3e53137c,Omya Vora,Class 6,video,55
stu_0ba99099,Barkha Kala,Class 9,video,74
stu_09f8612b,Bachittar Ramaswamy,Class 9,video,66
stu_c3d25410,Lohit Nayak,Class 10,text,86
stu_9e975ead,Fariq Mangal,Class 10,video,65
stu_8fd1e310,Amaira Kalla,Class 6,video,77
stu_d2a92fd0,Isaiah Khatri,Class 7,video,57
stu_68a9b11c,Neha Raj,Class 9,video,73
stu_a68edfde,Tristan Sarraf,Class 9,video,70
stu_0124f7d3,Gautami Nagarajan,Class 6,video,70
stu_69d57fdd,Zilmil Saran,Class 7,video,57
stu_aa0434e1,Yashawini Nath,Class 6,text,49
stu_c9146d08,Suhani Sekhon,Class 6,video,71
stu_1e8fe2e7,Vincent Rama,Class 10,video,54
stu_06efa5a7,Nitesh Singhal,Class 6,video,58
stu_54fb815d,Chatura Patel,Class 7,video,65
stu_71150c43,Divya Dhaliwal,Class 10,text,66
stu_48d95f8f,Guneet Bath,Class 9,video,53
stu_291c29fd,Eta Muni,Class 6,video,59
stu_35775b03,Harrison Vasa,Class 9,video,57
stu_5d2e03e4,Vinaya Prashad,Class 7,text,52
stu_90966fcb,Harita Krishnamurthy,Class 8,text,67
stu_79b4d935,Anay Sachar,Class 6,video,62
stu_cb5f616a,Frado Gala,Class 9,video,43
stu_e1595e1e,Arunima Thakur,Class 6,video,77
stu_25f36450,Abdul Sankaran,Class 7,video,83
stu_474227c0,Gaurav Nagi,Class 6,video,50
stu_f81a828b,Eesha Sarna,Class 10,video,93
stu_e8658c78,Lopa Sarraf,Class 8,video,65
stu_370d81a6,Chaaya Gola,Class 10,text,92
stu_0d638551,Jonathan Choudhary,Class 6,video,80
stu_d2fa1468,Ria Bhasin,Class 6,video,66
stu_27275cf6,Aishani Jhaveri,Class 7,video,63
stu_896e8a75,Chavvi Saxena,Class 9,text,54
stu_588bb9f9,Faqid Murty,Class 6,text,83
stu_56c31ad5,Yashodhara Pau,Class 6,video,79
stu_5bfe2911,Daksha Narayan,Class 7,video,61
stu_caaa763c,Jagvi Om,Class 7,video,73
stu_f750ff9f,Omya Bahri,Class 6,video,81
stu_a8264d01,Zaid Chadha,Class 7,video,86
stu_45a96b1e,Nidhi Mahajan,Class 10,video,69
stu_24257d6a,Lakshmi Varkey,Class 8,video,82
stu_795384bb,Ekanta Pant,Class 6,video,85
stu_48b0613f,Gabriel Sengupta,Class 7,video,40
stu_fac64ce0,Kamya Bhatti,Class 10,video,47
stu_946fb8a4,Udarsh Patla,Class 6,video,57
stu_fac57f77,Azad Kar,Class 7,video,49
stu_d734e2c2,Jatin Khatri,Class 7,text,90
stu_0ef20b68,Daniel Srinivasan,Class 10,video,83
stu_be8331eb,Isaiah Dugar,Class 10,text,100
stu_15dc286b,Victor Balan,Class 8,text,66
stu_269c2ea9,Manthan Sabharwal,Class 9,video,39
stu_1a7e18c8,Gagan Chopra,Class 6,video,68
stu_196995b7,Waida Viswanathan,Class 7,video,35
stu_7b86fdca,Aishani Raman,Class 8,text,49
stu_baa9c133,Parth Sha,Class 6,video,91
stu_d4a6a05e,Tripti Balay,Class 10,video,53
stu_2f0c2a16,Maanas Savant,Class 10,video,68
stu_e2640dd8,Advaith Dixit,Class 8,video,66
stu_10c38fd3,Nimrat Agate,Class 10,video,77
stu_09da61fd,Bhanumati Dugar,Class 6,video,87
stu_65dea2e5,Wyatt Memon,Class 7,video,75
stu_04e43c5b,Christopher Pant,Class 8,video,83
stu_771fd77f,Vedant Krishna,Class 10,video,71
stu_dbf35337,Ikbal Sule,Class 9,text,72
stu_22ec5a14,Ekansh Goswami,Class 7,text,52
stu_820a0c2d,Bhanumati More,Class 10,video,63
stu_5c39ba49,Oliver Dalal,Class 10,text,48
stu_7e8be25e,Vamakshi Bansal,Class 10,video,69
stu_3417e744,Nisha Aggarwal,Class 7,video,89
